Recipe Key,recipe_wieldable_cleric_staff_2h_targeted_t2_uncommon
Recipe Name,Attuned Staff of Divine II
Skill,skill_weapon_smithing
UnlockAtSkillLevel,9
SkillDifficulty,20
XPMultiplier,2.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,448,487,526,20,39
10,5%,427,464,501,20,44
11,9%,406,441,476,20,60
12,16%,384,418,451,20,83
13,26%,363,394,426,20,117
14,39%,342,371,401,20,157
15,54%,320,348,376,20,197
16,68%,299,325,351,20,228
17,80%,277,302,326,21,245
18,88%,256,278,301,22,247
19,93%,235,255,276,23,239
20,100%,29,32,35,,32
21,100%,26,28,30,,28
22,100%,22,24,26,,24
23,100%,18,20,22,,20
24,100%,15,16,17,,16
25,100%,11,12,13,,12
26,100%,7,8,9,,8
27,100%,4,4,4,,4
28,100%,0,0,0,,0
29,100%,0,0,0,,0
30+,100%,0,0,0,,0
