Recipe Key,recipe_wieldable_sword_1h_0_t2_uncommon
Recipe Name,Attuned Iron Broadsword
Skill,skill_weapon_smithing
UnlockAtSkillLevel,7
SkillDifficulty,15
XPMultiplier,2.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,16%,305,331,358,20,70
8,26%,288,313,338,20,96
9,39%,271,294,318,20,127
10,54%,254,276,298,20,158
11,68%,237,258,278,20,182
12,80%,220,239,258,20,195
13,88%,203,221,238,20,196
14,93%,186,202,219,20,190
15,100%,25,27,29,,27
16,100%,21,23,25,,23
17,100%,17,19,21,,19
18,100%,14,15,16,,15
19,100%,10,11,12,,11
20,100%,6,7,8,,7
21,100%,3,3,3,,3
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25+,100%,0,0,0,,0
