Recipe Key,recipe_wieldable_sylvan_staff_2h_stacker_t4_uncommon
Recipe Name,Attuned Sylvan Staff IV
Skill,skill_weapon_smithing
UnlockAtSkillLevel,25
SkillDifficulty,40
XPMultiplier,6.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
25,4%,1220,1327,1433,20,72
26,4%,1171,1273,1375,20,70
27,4%,1122,1219,1317,20,68
28,4%,1073,1166,1259,20,66
29,4%,1023,1112,1201,20,64
30,5%,974,1059,1143,21,77
31,9%,925,1005,1085,22,114
32,16%,875,951,1028,23,171
33,26%,826,898,970,24,250
34,39%,777,844,912,25,344
35,54%,727,791,854,26,438
36,68%,678,737,796,27,511
37,80%,629,683,738,28,551
38,88%,579,630,680,29,557
39,93%,530,576,622,30,538
40,100%,48,52,56,,52
41,100%,44,48,52,,48
42,100%,40,44,48,,44
43,100%,37,40,43,,40
44,100%,33,36,39,,36
45,100%,29,32,35,,32
46,100%,26,28,30,,28
47,100%,22,24,26,,24
48,100%,18,20,22,,20
49,100%,15,16,17,,16
50+,100%,11,12,13,,12
