Recipe Key,recipe_wieldable_cleric_staff_2h_projectile_t3_common
Recipe Name,Staff of Zephyr III
Skill,skill_weapon_smithing
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,3.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,577,627,677,20,44
14,4%,553,601,649,20,43
15,4%,528,574,620,20,42
16,4%,504,548,592,20,41
17,5%,480,521,563,20,47
18,9%,455,495,535,21,66
19,16%,431,469,506,22,93
20,26%,407,442,478,23,131
21,39%,383,416,449,24,177
22,54%,358,389,421,25,222
23,68%,334,363,392,26,256
24,80%,310,337,364,27,274
25,88%,285,310,335,28,276
26,93%,261,284,307,29,266
27,100%,36,39,42,,39
28,100%,32,35,38,,35
29,100%,29,31,33,,31
30,100%,25,27,29,,27
31,100%,21,23,25,,23
32,100%,17,19,21,,19
33,100%,14,15,16,,15
34,100%,10,11,12,,11
35,100%,6,7,8,,7
36,100%,3,3,3,,3
37+,100%,0,0,0,,0
