Recipe Key,recipe_wieldable_sword_1h_0_t2_rare
Recipe Name,Warded Iron Broadsword
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,18
XPMultiplier,5.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1113,1210,1306,20,68
1,4%,1073,1166,1260,20,66
2,4%,1033,1123,1213,20,64
3,4%,994,1080,1166,20,62
4,4%,954,1037,1120,20,61
5,4%,914,994,1073,20,59
6,4%,874,950,1026,20,57
7,4%,835,907,980,20,55
8,5%,795,864,933,21,66
9,9%,755,821,886,22,97
10,16%,715,778,840,23,144
11,26%,676,734,793,24,208
12,39%,636,691,746,25,285
13,54%,596,648,700,26,361
14,68%,556,605,653,27,421
15,80%,517,562,607,28,453
16,88%,477,518,560,29,459
17,93%,437,475,513,30,444
18,100%,28,30,32,,30
19,100%,24,26,28,,26
20,100%,20,22,24,,22
21,100%,17,18,19,,18
22,100%,13,14,15,,14
23,100%,9,10,11,,10
24,100%,6,6,6,,6
25,100%,2,2,2,,2
26,100%,0,0,0,,0
27,100%,0,0,0,,0
28+,100%,0,0,0,,0
