Recipe Key,recipe_wieldable_spear_1h_0_t3_rare
Recipe Name,Warded Wrought Iron Handspear
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,30
XPMultiplier,9.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,2633,2862,3091,20,134
1,4%,2567,2790,3013,20,131
2,4%,2501,2718,2935,20,128
3,4%,2434,2646,2858,20,125
4,4%,2368,2574,2780,20,122
5,4%,2302,2502,2702,21,120
6,4%,2236,2430,2624,22,118
7,4%,2169,2358,2547,23,116
8,4%,2103,2286,2469,24,114
9,4%,2037,2214,2391,25,113
10,4%,1971,2142,2313,26,111
11,4%,1904,2070,2236,27,109
12,4%,1838,1998,2158,28,107
13,4%,1772,1926,2080,29,105
14,4%,1706,1854,2002,30,103
15,4%,1639,1782,1925,31,101
16,4%,1573,1710,1847,32,99
17,4%,1507,1638,1769,33,97
18,4%,1441,1566,1691,34,95
19,4%,1374,1494,1614,35,93
20,5%,1308,1422,1536,36,110
21,9%,1242,1350,1458,37,160
22,16%,1176,1278,1380,38,236
23,26%,1110,1206,1302,39,341
24,39%,1043,1134,1225,40,466
25,54%,977,1062,1147,41,592
26,68%,911,990,1069,42,689
27,80%,845,918,991,43,741
28,88%,778,846,914,44,748
29,93%,712,774,836,45,723
30,100%,39,42,45,,42
31,100%,35,38,41,,38
32,100%,31,34,37,,34
33,100%,28,30,32,,30
34,100%,24,26,28,,26
35,100%,20,22,24,,22
36,100%,17,18,19,,18
37,100%,13,14,15,,14
38,100%,9,10,11,,10
39,100%,6,6,6,,6
40+,100%,2,2,2,,2
