Recipe Key,recipe_wieldable_axe_2h_0_t3_uncommon
Recipe Name,Attuned Wrought Iron Battleaxe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,19
SkillDifficulty,33
XPMultiplier,4.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,4%,857,931,1005,20,56
20,4%,820,892,963,20,55
21,4%,784,853,921,20,53
22,4%,748,813,878,20,52
23,5%,712,774,836,20,60
24,9%,676,735,794,21,88
25,16%,640,696,751,22,130
26,26%,604,657,709,23,187
27,39%,568,617,667,24,255
28,54%,532,578,624,25,323
29,68%,496,539,582,26,376
30,80%,460,500,540,27,404
31,88%,424,461,497,28,408
32,93%,388,421,455,29,394
33,100%,41,45,49,,45
34,100%,38,41,44,,41
35,100%,34,37,40,,37
36,100%,30,33,36,,33
37,100%,27,29,31,,29
38,100%,23,25,27,,25
39,100%,19,21,23,,21
40,100%,16,17,18,,17
41,100%,12,13,14,,13
42,100%,8,9,10,,9
43+,100%,5,5,5,,5
