Recipe Key,recipe_wieldable_cleric_staff_2h_projectile_t3_uncommon
Recipe Name,Attuned Staff of Zephyr III
Skill,skill_weapon_smithing
UnlockAtSkillLevel,16
SkillDifficulty,30
XPMultiplier,4.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
16,4%,822,893,964,20,55
17,4%,787,855,924,20,53
18,4%,752,818,883,20,52
19,4%,718,780,843,20,50
20,5%,683,743,802,20,59
21,9%,649,705,761,21,85
22,16%,614,667,721,22,125
23,26%,579,630,680,23,180
24,39%,545,592,640,24,245
25,54%,510,555,599,25,311
26,68%,476,517,558,26,361
27,80%,441,479,518,27,388
28,88%,406,442,477,28,391
29,93%,372,404,437,29,378
30,100%,39,42,45,,42
31,100%,35,38,41,,38
32,100%,31,34,37,,34
33,100%,28,30,32,,30
34,100%,24,26,28,,26
35,100%,20,22,24,,22
36,100%,17,18,19,,18
37,100%,13,14,15,,14
38,100%,9,10,11,,10
39,100%,6,6,6,,6
40+,100%,2,2,2,,2
