Recipe Key,recipe_wieldable_axe_2h_0_t4_rare
Recipe Name,Warded Steel Battleaxe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,46
XPMultiplier,16.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,6862,7459,8056,20,318
1,4%,6739,7325,7911,20,312
2,4%,6615,7190,7766,20,307
3,4%,6492,7056,7620,21,302
4,4%,6368,6922,7475,22,298
5,4%,6244,6787,7330,23,294
6,4%,6121,6653,7185,24,289
7,4%,5997,6518,7040,25,285
8,4%,5873,6384,6895,26,280
9,4%,5750,6250,6750,27,276
10,4%,5626,6115,6604,28,271
11,4%,5502,5981,6459,29,267
12,4%,5379,5846,6314,30,263
13,4%,5255,5712,6169,31,258
14,4%,5131,5578,6024,32,254
15,4%,5008,5443,5879,33,249
16,4%,4884,5309,5734,34,245
17,4%,4760,5174,5588,35,241
18,4%,4637,5040,5443,36,236
19,4%,4513,4906,5298,37,232
20,4%,4390,4771,5153,38,227
21,4%,4266,4637,5008,39,223
22,4%,4142,4502,4863,40,218
23,4%,4019,4368,4717,41,214
24,4%,3895,4234,4572,42,210
25,4%,3771,4099,4427,43,205
26,4%,3648,3965,4282,44,201
27,4%,3524,3830,4137,45,196
28,4%,3400,3696,3992,46,192
29,4%,3277,3562,3847,47,188
30,4%,3153,3427,3701,48,183
31,4%,3029,3293,3556,49,179
32,4%,2906,3158,3411,50,174
33,4%,2782,3024,3266,50,169
34,4%,2658,2890,3121,50,164
35,4%,2535,2755,2976,50,158
36,5%,2411,2621,2830,50,188
37,9%,2287,2486,2685,50,279
38,16%,2164,2352,2540,50,418
39,26%,2040,2218,2395,50,610
40,39%,1917,2083,2250,50,842
41,54%,1793,1949,2105,50,1074
42,68%,1669,1814,1960,50,1254
43,80%,1546,1680,1814,50,1350
44,88%,1422,1546,1669,50,1363
45,93%,1298,1411,1524,50,1315
46,100%,53,58,63,,58
47,100%,50,54,58,,54
48,100%,46,50,54,,50
49,100%,42,46,50,,46
50,100%,39,42,45,,42
51,100%,35,38,41,,38
52,100%,31,34,37,,34
53,100%,28,30,32,,30
54,100%,24,26,28,,26
55,100%,20,22,24,,22
56+,100%,17,18,19,,18
