Recipe Key,recipe_wieldable_tool_mining_pickaxe_t2_common
Recipe Name,Iron Pickaxe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,7
SkillDifficulty,16
XPMultiplier,1.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,9%,385,418,451,35,71
8,16%,364,395,427,36,93
9,26%,343,372,402,37,124
10,39%,322,350,378,38,159
11,54%,301,327,353,39,194
12,68%,280,304,328,40,220
13,80%,259,281,304,41,233
14,88%,238,258,279,42,232
15,93%,217,236,254,43,222
16,100%,29,31,33,,31
17,100%,26,28,30,,28
18,100%,23,25,27,,25
19,100%,20,22,24,,22
20,100%,17,19,21,,19
21,100%,15,16,17,,16
22,100%,12,13,14,,13
23,100%,9,10,11,,10
24,100%,6,7,8,,7
25,100%,4,4,4,,4
26+,100%,1,1,1,,1
