Recipe Key,recipe_wieldable_tool_mining_pickaxe_t2_uncommon
Recipe Name,Tempered Iron Pickaxe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,8
SkillDifficulty,19
XPMultiplier,2.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
8,4%,417,454,490,20,37
9,5%,397,432,467,20,42
10,9%,378,410,443,20,57
11,16%,358,389,420,20,79
12,26%,338,367,397,20,110
13,39%,318,346,373,20,147
14,54%,298,324,350,20,184
15,68%,278,302,327,20,213
16,80%,258,281,303,21,228
17,88%,238,259,280,22,230
18,93%,219,238,257,23,223
19,100%,29,31,33,,31
20,100%,25,27,29,,27
21,100%,21,23,25,,23
22,100%,17,19,21,,19
23,100%,14,15,16,,15
24,100%,10,11,12,,11
25,100%,6,7,8,,7
26,100%,3,3,3,,3
27,100%,0,0,0,,0
28,100%,0,0,0,,0
29+,100%,0,0,0,,0
