Recipe Key,recipe_wieldable_mace_1h_0_t3_uncommon
Recipe Name,Attuned Wrought Iron Mace
Skill,skill_weapon_smithing
UnlockAtSkillLevel,17
SkillDifficulty,31
XPMultiplier,4.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
17,4%,787,855,923,20,53
18,4%,753,819,885,20,52
19,4%,720,783,846,20,51
20,4%,687,747,807,20,49
21,5%,654,711,768,20,57
22,9%,621,675,729,21,82
23,16%,588,639,690,22,121
24,26%,555,603,651,23,173
25,39%,522,567,612,24,236
26,54%,489,531,573,25,298
27,68%,455,495,535,26,346
28,80%,422,459,496,27,371
29,88%,389,423,457,28,375
30,93%,356,387,418,29,362
31,100%,40,43,46,,43
32,100%,36,39,42,,39
33,100%,32,35,38,,35
34,100%,29,31,33,,31
35,100%,25,27,29,,27
36,100%,21,23,25,,23
37,100%,17,19,21,,19
38,100%,14,15,16,,15
39,100%,10,11,12,,11
40,100%,6,7,8,,7
41+,100%,3,3,3,,3
