Recipe Key,recipe_wieldable_tool_woodcutting_axe_t2_rare
Recipe Name,Honed Iron Chopping Axe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,5.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1323,1438,1553,20,77
1,4%,1281,1392,1503,20,75
2,4%,1238,1346,1453,20,73
3,4%,1195,1299,1403,20,71
4,4%,1153,1253,1353,20,69
5,4%,1110,1206,1303,20,67
6,4%,1067,1160,1253,20,66
7,4%,1025,1114,1203,20,64
8,4%,982,1067,1153,21,63
9,4%,939,1021,1102,22,62
10,4%,896,974,1052,23,61
11,5%,854,928,1002,24,72
12,9%,811,882,952,25,105
13,16%,768,835,902,26,155
14,26%,726,789,852,27,224
15,39%,683,742,802,28,306
16,54%,640,696,752,29,389
17,68%,598,650,702,30,453
18,80%,555,603,651,31,487
19,88%,512,557,601,32,493
20,93%,470,510,551,33,477
21,100%,30,33,36,,33
22,100%,27,29,31,,29
23,100%,23,25,27,,25
24,100%,19,21,23,,21
25,100%,16,17,18,,17
26,100%,12,13,14,,13
27,100%,8,9,10,,9
28,100%,5,5,5,,5
29,100%,1,1,1,,1
30,100%,0,0,0,,0
31+,100%,0,0,0,,0
