Recipe Key,recipe_wieldable_mace_1h_0_t2_rare
Recipe Name,Warded Iron Mace
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,24
XPMultiplier,7.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1777,1931,2086,20,96
1,4%,1724,1874,2024,20,94
2,4%,1672,1818,1963,20,92
3,4%,1620,1761,1902,20,90
4,4%,1568,1704,1840,20,87
5,4%,1515,1647,1779,20,85
6,4%,1463,1590,1718,20,83
7,4%,1411,1534,1656,20,81
8,4%,1359,1477,1595,21,79
9,4%,1306,1420,1534,22,78
10,4%,1254,1363,1472,23,77
11,4%,1202,1306,1411,24,75
12,4%,1150,1250,1350,25,74
13,4%,1097,1193,1288,26,73
14,5%,1045,1136,1227,27,86
15,9%,993,1079,1166,28,127
16,16%,941,1022,1104,29,188
17,26%,888,966,1043,30,272
18,39%,836,909,982,31,373
19,54%,784,852,920,32,474
20,68%,732,795,859,33,553
21,80%,679,738,797,34,596
22,88%,627,682,736,35,603
23,93%,575,625,675,36,583
24,100%,33,36,39,,36
25,100%,29,32,35,,32
26,100%,26,28,30,,28
27,100%,22,24,26,,24
28,100%,18,20,22,,20
29,100%,15,16,17,,16
30,100%,11,12,13,,12
31,100%,7,8,9,,8
32,100%,4,4,4,,4
33,100%,0,0,0,,0
34+,100%,0,0,0,,0
