Recipe Key,recipe_wieldable_tool_skinning_knife_t2_rare
Recipe Name,Honed Iron Skinning Knife
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,23
XPMultiplier,6.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1603,1742,1882,20,89
1,4%,1554,1690,1825,20,87
2,4%,1506,1637,1768,20,85
3,4%,1457,1584,1711,20,83
4,4%,1409,1531,1654,20,80
5,4%,1360,1478,1597,20,78
6,4%,1312,1426,1540,20,76
7,4%,1263,1373,1483,20,74
8,4%,1214,1320,1426,21,73
9,4%,1166,1267,1369,22,72
10,4%,1117,1214,1312,23,71
11,4%,1069,1162,1255,24,70
12,4%,1020,1109,1198,25,68
13,5%,972,1056,1140,26,81
14,9%,923,1003,1083,27,119
15,16%,874,950,1026,28,175
16,26%,826,898,969,29,253
17,39%,777,845,912,30,348
18,54%,729,792,855,31,441
19,68%,680,739,798,32,514
20,80%,631,686,741,33,554
21,88%,583,634,684,34,561
22,93%,534,581,627,35,542
23,100%,32,35,38,,35
24,100%,29,31,33,,31
25,100%,25,27,29,,27
26,100%,21,23,25,,23
27,100%,17,19,21,,19
28,100%,14,15,16,,15
29,100%,10,11,12,,11
30,100%,6,7,8,,7
31,100%,3,3,3,,3
32,100%,0,0,0,,0
33+,100%,0,0,0,,0
