Recipe Key,recipe_wieldable_cleric_staff_2h_targeted_t2_common
Recipe Name,Staff of Divine II
Skill,skill_weapon_smithing
UnlockAtSkillLevel,7
SkillDifficulty,17
XPMultiplier,2.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,5%,309,336,363,20,37
8,9%,294,319,345,20,48
9,16%,278,302,327,20,65
10,26%,263,286,308,20,89
11,39%,247,269,290,20,117
12,54%,232,252,272,20,145
13,68%,216,235,254,20,167
14,80%,201,218,236,20,178
15,88%,185,202,218,21,180
16,93%,170,185,200,22,173
17,100%,27,29,31,,29
18,100%,23,25,27,,25
19,100%,19,21,23,,21
20,100%,16,17,18,,17
21,100%,12,13,14,,13
22,100%,8,9,10,,9
23,100%,5,5,5,,5
24,100%,1,1,1,,1
25,100%,0,0,0,,0
26,100%,0,0,0,,0
27+,100%,0,0,0,,0
