Recipe Key,recipe_wieldable_mace_1h_0_t2_common
Recipe Name,Iron Mace
Skill,skill_weapon_smithing
UnlockAtSkillLevel,8
SkillDifficulty,18
XPMultiplier,2.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
8,5%,324,352,380,20,38
9,9%,308,334,361,20,50
10,16%,291,317,342,20,67
11,26%,275,299,323,20,92
12,39%,259,282,304,20,122
13,54%,243,264,285,20,152
14,68%,227,246,266,20,174
15,80%,210,229,247,20,186
16,88%,194,211,228,21,188
17,93%,178,194,209,22,182
18,100%,28,30,32,,30
19,100%,24,26,28,,26
20,100%,20,22,24,,22
21,100%,17,18,19,,18
22,100%,13,14,15,,14
23,100%,9,10,11,,10
24,100%,6,6,6,,6
25,100%,2,2,2,,2
26,100%,0,0,0,,0
27,100%,0,0,0,,0
28+,100%,0,0,0,,0
