Recipe Key,recipe_wieldable_axe_2h_0_t4_common
Recipe Name,Steel Battleaxe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,25
SkillDifficulty,40
XPMultiplier,5.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
25,4%,929,1010,1091,20,60
26,4%,891,969,1047,20,58
27,4%,854,928,1002,20,56
28,4%,816,887,958,20,55
29,4%,779,847,914,20,53
30,5%,741,806,870,21,63
31,9%,704,765,826,22,92
32,16%,666,724,782,23,135
33,26%,629,683,738,24,194
34,39%,591,643,694,25,266
35,54%,554,602,650,26,337
36,68%,516,561,606,27,391
37,80%,479,520,562,28,420
38,88%,441,479,518,29,425
39,93%,404,439,474,30,410
40,100%,48,52,56,,52
41,100%,44,48,52,,48
42,100%,40,44,48,,44
43,100%,37,40,43,,40
44,100%,33,36,39,,36
45,100%,29,32,35,,32
46,100%,26,28,30,,28
47,100%,22,24,26,,24
48,100%,18,20,22,,20
49,100%,15,16,17,,16
50+,100%,11,12,13,,12
