Recipe Key,recipe_wieldable_sword_1h_0_t3_common
Recipe Name,Wrought Iron Broadsword
Skill,skill_weapon_smithing
UnlockAtSkillLevel,9
SkillDifficulty,22
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,406,442,477,20,37
10,4%,389,422,456,20,36
11,4%,371,403,435,20,35
12,5%,353,384,415,20,39
13,9%,336,365,394,20,52
14,16%,318,346,373,20,72
15,26%,300,326,353,20,99
16,39%,283,307,332,20,132
17,54%,265,288,311,21,165
18,68%,247,269,290,22,190
19,80%,230,250,270,23,204
20,88%,212,230,249,24,205
21,93%,194,211,228,25,198
22,100%,31,34,37,,34
23,100%,28,30,32,,30
24,100%,24,26,28,,26
25,100%,20,22,24,,22
26,100%,17,18,19,,18
27,100%,13,14,15,,14
28,100%,9,10,11,,10
29,100%,6,6,6,,6
30,100%,2,2,2,,2
31,100%,0,0,0,,0
32+,100%,0,0,0,,0
