Recipe Key,recipe_wieldable_tool_woodcutting_axe_t3_common
Recipe Name,Wrought Iron Chopping Axe
Skill,skill_weapon_smithing
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,2.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,452,491,531,20,39
13,4%,432,470,507,20,38
14,4%,412,448,484,20,37
15,5%,392,427,461,20,42
16,9%,373,405,437,20,56
17,16%,353,383,414,21,79
18,26%,333,362,391,22,110
19,39%,313,340,367,23,147
20,54%,293,319,344,24,183
21,68%,273,297,321,25,211
22,80%,253,275,297,26,225
23,88%,233,254,274,27,226
24,93%,214,232,251,28,218
25,100%,34,37,40,,37
26,100%,30,33,36,,33
27,100%,27,29,31,,29
28,100%,23,25,27,,25
29,100%,19,21,23,,21
30,100%,16,17,18,,17
31,100%,12,13,14,,13
32,100%,8,9,10,,9
33,100%,5,5,5,,5
34,100%,1,1,1,,1
35+,100%,0,0,0,,0
