Recipe Key,recipe_wieldable_spear_1h_0_t4_common
Recipe Name,Steel Handspear
Skill,skill_weapon_smithing
UnlockAtSkillLevel,20
SkillDifficulty,34
XPMultiplier,4.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,699,760,821,20,50
21,4%,670,728,786,20,48
22,4%,640,696,752,20,47
23,4%,611,664,717,20,46
24,5%,581,632,683,20,53
25,9%,552,600,648,21,75
26,16%,523,568,613,22,109
27,26%,493,536,579,23,156
28,39%,464,504,544,24,211
29,54%,434,472,510,25,266
30,68%,405,440,475,26,308
31,80%,375,408,441,27,331
32,88%,346,376,406,28,334
33,93%,316,344,372,29,322
34,100%,42,46,50,,46
35,100%,39,42,45,,42
36,100%,35,38,41,,38
37,100%,31,34,37,,34
38,100%,28,30,32,,30
39,100%,24,26,28,,26
40,100%,20,22,24,,22
41,100%,17,18,19,,18
42,100%,13,14,15,,14
43,100%,9,10,11,,10
44+,100%,6,6,6,,6
