Recipe Key,recipe_item_material_bronze_spike
Recipe Name,Bronze Spike
Skill,skill_blacksmithing
UnlockAtSkillLevel,0
SkillDifficulty,6
XPMultiplier,1.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,39%,130,141,152,20,67
1,54%,121,132,143,20,80
2,68%,113,123,133,20,90
3,80%,105,114,124,20,95
4,88%,97,106,114,20,95
5,93%,89,97,105,20,91
6,100%,17,18,19,,18
7,100%,13,14,15,,14
8,100%,9,10,11,,10
9,100%,6,6,6,,6
10,100%,2,2,2,,2
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15,100%,0,0,0,,0
16+,100%,0,0,0,,0
