Recipe Key,recipe_item_material_wrought_iron_spike
Recipe Name,Wrought Iron Spike
Skill,skill_blacksmithing
UnlockAtSkillLevel,13
SkillDifficulty,26
XPMultiplier,2.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,419,455,491,20,37
14,4%,400,435,470,20,37
15,4%,382,415,448,20,36
16,5%,363,395,427,20,40
17,9%,345,375,405,20,53
18,16%,327,355,383,21,74
19,26%,308,335,362,22,103
20,39%,290,315,340,23,137
21,54%,271,295,319,24,170
22,68%,253,275,297,25,196
23,80%,235,255,275,26,209
24,88%,216,235,254,27,210
25,93%,198,215,232,28,202
26,100%,35,38,41,,38
27,100%,31,34,37,,34
28,100%,28,30,32,,30
29,100%,24,26,28,,26
30,100%,20,22,24,,22
31,100%,17,18,19,,18
32,100%,13,14,15,,14
33,100%,9,10,11,,10
34,100%,6,6,6,,6
35,100%,2,2,2,,2
36+,100%,0,0,0,,0
