Recipe Key,recipe_item_material_sword_hilt_fine
Recipe Name,Fine Sword Hilt
Skill,skill_blacksmithing
UnlockAtSkillLevel,20
SkillDifficulty,34
XPMultiplier,3.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,946,1029,1111,38,78
21,4%,905,984,1063,39,77
22,4%,865,940,1015,40,76
23,4%,824,895,967,41,75
24,5%,783,851,919,42,85
25,9%,742,807,871,43,115
26,16%,701,762,823,44,159
27,26%,660,718,775,45,219
28,39%,620,673,727,46,291
29,54%,579,629,679,47,361
30,68%,538,585,631,48,414
31,80%,497,540,583,49,441
32,88%,456,496,535,50,442
33,93%,415,451,488,50,423
34,100%,45,49,53,,49
35,100%,42,46,50,,46
36,100%,40,43,46,,43
37,100%,37,40,43,,40
38,100%,34,37,40,,37
39,100%,31,34,37,,34
40,100%,29,31,33,,31
41,100%,26,28,30,,28
42,100%,23,25,27,,25
43,100%,20,22,24,,22
44+,100%,17,19,21,,19
