Recipe Key,recipe_crafter_forge_2
Recipe Name,Forge
Skill,skill_blacksmithing
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,2.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,616,670,723,20,46
1,4%,596,648,700,20,45
2,4%,576,626,677,20,44
3,4%,556,605,653,20,43
4,4%,537,583,630,20,43
5,4%,517,562,607,20,42
6,4%,497,540,583,20,41
7,4%,477,518,560,20,40
8,4%,457,497,537,21,40
9,4%,437,475,513,22,40
10,4%,417,454,490,23,40
11,5%,397,432,467,24,46
12,9%,378,410,443,25,61
13,16%,358,389,420,26,84
14,26%,338,367,397,27,115
15,39%,318,346,373,28,152
16,54%,298,324,350,29,188
17,68%,278,302,327,30,216
18,80%,258,281,303,31,230
19,88%,238,259,280,32,232
20,93%,219,238,257,33,223
21,100%,30,33,36,,33
22,100%,27,29,31,,29
23,100%,23,25,27,,25
24,100%,19,21,23,,21
25,100%,16,17,18,,17
26,100%,12,13,14,,13
27,100%,8,9,10,,9
28,100%,5,5,5,,5
29,100%,1,1,1,,1
30,100%,0,0,0,,0
31+,100%,0,0,0,,0
