Recipe Key,recipe_item_material_wrought_iron_axe_blade
Recipe Name,Wrought Iron Axe Head
Skill,skill_blacksmithing
UnlockAtSkillLevel,14
SkillDifficulty,28
XPMultiplier,2.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
14,4%,489,532,575,20,40
15,4%,469,510,550,20,40
16,4%,448,487,526,20,39
17,4%,428,465,502,20,38
18,5%,407,442,478,20,43
19,9%,386,420,454,21,58
20,16%,366,398,429,22,82
21,26%,345,375,405,23,114
22,39%,325,353,381,24,152
23,54%,304,330,357,25,190
24,68%,283,308,333,26,218
25,80%,263,286,308,27,233
26,88%,242,263,284,28,235
27,93%,222,241,260,29,226
28,100%,37,40,43,,40
29,100%,33,36,39,,36
30,100%,29,32,35,,32
31,100%,26,28,30,,28
32,100%,22,24,26,,24
33,100%,18,20,22,,20
34,100%,15,16,17,,16
35,100%,11,12,13,,12
36,100%,7,8,9,,8
37,100%,4,4,4,,4
38+,100%,0,0,0,,0
