Recipe Key,recipe_activatable_potion_hp_regeneration_tiny_10
Recipe Name,Weak Healing Potion II
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,10
XPMultiplier,1.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,5%,299,325,351,35,51
1,9%,283,308,333,36,62
2,16%,268,291,314,37,78
3,26%,252,274,296,38,99
4,39%,237,258,278,39,124
5,54%,222,241,260,40,148
6,68%,206,224,242,41,166
7,80%,191,207,224,42,174
8,88%,175,190,206,43,172
9,93%,160,174,187,44,164
10,100%,23,25,27,,25
11,100%,20,22,24,,22
12,100%,17,19,21,,19
13,100%,15,16,17,,16
14,100%,12,13,14,,13
15,100%,9,10,11,,10
16,100%,6,7,8,,7
17,100%,4,4,4,,4
18,100%,1,1,1,,1
19,100%,0,0,0,,0
20+,100%,0,0,0,,0
