Recipe Key,recipe_item_material_extract_plant_bushy_starworth
Recipe Name,recipe_item_material_extract_plant_bushy_starworth
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,25
XPMultiplier,2.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,981,1066,1151,38,79
1,4%,952,1035,1118,39,79
2,4%,923,1004,1084,40,79
3,4%,895,972,1050,41,78
4,4%,866,941,1016,42,78
5,4%,837,910,983,43,78
6,4%,808,879,949,44,77
7,4%,780,848,915,45,77
8,4%,751,816,882,46,77
9,4%,722,785,848,47,77
10,4%,694,754,814,48,76
11,4%,665,723,781,49,76
12,4%,636,692,747,50,76
13,4%,608,660,713,50,74
14,4%,579,629,680,50,73
15,5%,550,598,646,50,79
16,9%,521,567,612,50,99
17,16%,493,536,578,50,128
18,26%,464,504,545,50,167
19,39%,435,473,511,50,215
20,54%,407,442,477,50,261
21,68%,378,411,444,50,296
22,80%,349,380,410,50,313
23,88%,321,348,376,50,312
24,93%,292,317,343,50,298
25,100%,37,40,43,,40
26,100%,34,37,40,,37
27,100%,31,34,37,,34
28,100%,29,31,33,,31
29,100%,26,28,30,,28
30,100%,23,25,27,,25
31,100%,20,22,24,,22
32,100%,17,19,21,,19
33,100%,15,16,17,,16
34,100%,12,13,14,,13
35+,100%,9,10,11,,10
