Recipe Key,recipe_activatable_potion_potion_of_vitality_tiny_7
Recipe Name,Weak Tonic of Vitality I
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,8
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,16%,249,270,292,35,73
1,26%,234,255,275,36,93
2,39%,220,239,258,37,116
3,54%,206,224,241,38,138
4,68%,191,208,225,39,154
5,80%,177,192,208,40,162
6,88%,163,177,191,41,160
7,93%,148,161,174,42,153
8,100%,21,23,25,,23
9,100%,18,20,22,,20
10,100%,16,17,18,,17
11,100%,13,14,15,,14
12,100%,10,11,12,,11
13,100%,7,8,9,,8
14,100%,5,5,5,,5
15,100%,2,2,2,,2
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18+,100%,0,0,0,,0
