Recipe Key,recipe_item_material_extract_fools_webcap
Recipe Name,recipe_item_material_extract_fools_webcap
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,27
XPMultiplier,2.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1118,1215,1312,38,85
1,4%,1087,1182,1276,39,85
2,4%,1056,1148,1240,40,84
3,4%,1025,1114,1204,41,84
4,4%,994,1081,1167,42,84
5,4%,963,1047,1131,43,83
6,4%,933,1014,1095,44,83
7,4%,902,980,1058,45,82
8,4%,871,946,1022,46,82
9,4%,840,913,986,47,82
10,4%,809,879,950,48,81
11,4%,778,846,913,49,81
12,4%,747,812,877,50,80
13,4%,716,778,841,50,79
14,4%,685,745,804,50,78
15,4%,654,711,768,50,76
16,4%,623,678,732,50,75
17,5%,592,644,696,50,82
18,9%,562,610,659,50,103
19,16%,531,577,623,50,134
20,26%,500,543,587,50,177
21,39%,469,510,550,50,229
22,54%,438,476,514,50,280
23,68%,407,442,478,50,318
24,80%,376,409,442,50,336
25,88%,345,375,405,50,336
26,93%,314,342,369,50,321
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
