Recipe Key,recipe_wearable_metal_legs_herald_rb_t4_common
Recipe Name,recipe_wearable_metal_legs_herald_rb_t4_common
Skill,skill_armor_smithing
UnlockAtSkillLevel,19
SkillDifficulty,33
XPMultiplier,3.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,4%,921,1001,1081,38,77
20,4%,881,958,1034,39,76
21,4%,841,914,988,40,75
22,4%,802,871,941,41,74
23,5%,762,828,894,42,84
24,9%,722,785,848,43,113
25,16%,682,742,801,44,155
26,26%,643,698,754,45,214
27,39%,603,655,708,46,283
28,54%,563,612,661,47,352
29,68%,523,569,614,48,403
30,80%,484,526,568,49,429
31,88%,444,482,521,50,430
32,93%,404,439,474,50,412
33,100%,44,48,52,,48
34,100%,41,45,49,,45
35,100%,39,42,45,,42
36,100%,36,39,42,,39
37,100%,33,36,39,,36
38,100%,30,33,36,,33
39,100%,28,30,32,,30
40,100%,25,27,29,,27
41,100%,22,24,26,,24
42,100%,19,21,23,,21
43+,100%,17,18,19,,18
