Recipe Key,recipe_wieldable_offhand_shield_heater_t3_common
Recipe Name,recipe_wieldable_offhand_shield_heater_t3_common
Skill,skill_armor_smithing
UnlockAtSkillLevel,10
SkillDifficulty,23
XPMultiplier,2.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
10,4%,616,670,724,35,60
11,4%,589,640,691,36,60
12,4%,561,610,659,37,60
13,5%,534,580,626,38,67
14,9%,506,550,594,39,87
15,16%,478,520,562,40,117
16,26%,451,490,529,41,157
17,39%,423,460,497,42,205
18,54%,396,430,464,43,252
19,68%,368,400,432,44,287
20,80%,340,370,400,45,304
21,88%,313,340,367,46,304
22,93%,285,310,335,47,292
23,100%,35,38,41,,38
24,100%,32,35,38,,35
25,100%,29,32,35,,32
26,100%,27,29,31,,29
27,100%,24,26,28,,26
28,100%,21,23,25,,23
29,100%,18,20,22,,20
30,100%,16,17,18,,17
31,100%,13,14,15,,14
32,100%,10,11,12,,11
33+,100%,7,8,9,,8
