Recipe Key,recipe_wearable_metal_feet_pilgrim_boj2_t4_rare
Recipe Name,recipe_wearable_metal_feet_pilgrim_boj2_t4_rare
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,40
XPMultiplier,12.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,6948,7552,8156,38,339
1,4%,6807,7398,7990,39,333
2,4%,6665,7245,7824,40,328
3,4%,6524,7091,7658,41,323
4,4%,6383,6938,7493,42,318
5,4%,6241,6784,7327,43,313
6,4%,6100,6630,7161,44,307
7,4%,5959,6477,6995,45,302
8,4%,5817,6323,6829,46,297
9,4%,5676,6170,6663,47,292
10,4%,5535,6016,6497,48,287
11,4%,5393,5862,6331,49,282
12,4%,5252,5709,6166,50,276
13,4%,5111,5555,6000,50,270
14,4%,4969,5402,5834,50,264
15,4%,4828,5248,5668,50,258
16,4%,4687,5094,5502,50,252
17,4%,4546,4941,5336,50,246
18,4%,4404,4787,5170,50,239
19,4%,4263,4634,5004,50,233
20,4%,4122,4480,4838,50,227
21,4%,3980,4326,4673,50,221
22,4%,3839,4173,4507,50,215
23,4%,3698,4019,4341,50,209
24,4%,3556,3866,4175,50,203
25,4%,3415,3712,4009,50,196
26,4%,3274,3558,3843,50,190
27,4%,3132,3405,3677,50,184
28,4%,2991,3251,3511,50,178
29,4%,2850,3098,3345,50,172
30,5%,2708,2944,3180,50,205
31,9%,2567,2790,3014,50,307
32,16%,2426,2637,2848,50,463
33,26%,2285,2483,2682,50,679
34,39%,2143,2330,2516,50,938
35,54%,2002,2176,2350,50,1197
36,68%,1861,2022,2184,50,1395
37,80%,1719,1869,2018,50,1500
38,88%,1578,1715,1852,50,1512
39,93%,1437,1562,1687,50,1455
40,100%,51,55,59,,55
41,100%,48,52,56,,52
42,100%,45,49,53,,49
43,100%,42,46,50,,46
44,100%,40,43,46,,43
45,100%,37,40,43,,40
46,100%,34,37,40,,37
47,100%,31,34,37,,34
48,100%,29,31,33,,31
49,100%,26,28,30,,28
50+,100%,23,25,27,,25
