Recipe Key,recipe_wearable_metal_feet_pilgrim_boj2_t3_uncommon
Recipe Name,Pilgrim's Sabatons III
Skill,skill_armor_smithing
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,3.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,895,973,1051,38,75
14,4%,857,931,1005,39,75
15,4%,818,889,960,40,74
16,4%,779,847,915,41,73
17,5%,741,805,869,42,83
18,9%,702,763,824,43,111
19,16%,663,721,779,44,152
20,26%,625,679,733,45,209
21,39%,586,637,688,46,276
22,54%,547,595,643,47,343
23,68%,509,553,597,48,392
24,80%,470,511,552,49,417
25,88%,431,469,507,50,418
26,93%,393,427,461,50,400
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
