Recipe Key,recipe_wearable_metal_feet_ironside_ds_t2_rare
Recipe Name,Ironside's Sabatons of Quiet Guard II
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,6.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,2110,2293,2477,35,125
1,4%,2040,2218,2395,36,123
2,4%,1971,2142,2313,37,121
3,4%,1901,2066,2232,38,119
4,4%,1832,1991,2150,39,117
5,4%,1762,1915,2068,40,115
6,4%,1692,1840,1987,41,113
7,4%,1623,1764,1905,42,111
8,4%,1553,1688,1823,43,109
9,4%,1484,1613,1742,44,107
10,4%,1414,1537,1660,45,105
11,5%,1345,1462,1579,46,122
12,9%,1275,1386,1497,47,173
13,16%,1206,1310,1415,48,250
14,26%,1136,1235,1334,49,355
15,39%,1066,1159,1252,50,482
16,54%,997,1084,1170,50,607
17,68%,927,1008,1089,50,703
18,80%,858,932,1007,50,754
19,88%,788,857,925,50,759
20,93%,719,781,844,50,730
21,100%,33,36,39,,36
22,100%,30,33,36,,33
23,100%,28,30,32,,30
24,100%,25,27,29,,27
25,100%,22,24,26,,24
26,100%,19,21,23,,21
27,100%,17,18,19,,18
28,100%,14,15,16,,15
29,100%,11,12,13,,12
30,100%,8,9,10,,9
31+,100%,6,6,6,,6
