Recipe Key,recipe_wearable_metal_chest_herald_ar_t3_common
Recipe Name,Herald's Plates of the Ironroot III
Skill,skill_armor_smithing
UnlockAtSkillLevel,9
SkillDifficulty,22
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,592,643,695,35,59
10,4%,565,614,664,36,59
11,4%,539,586,632,37,59
12,5%,512,557,601,38,66
13,9%,486,528,570,39,85
14,16%,459,499,539,40,113
15,26%,433,470,508,41,152
16,39%,406,442,477,42,198
17,54%,380,413,446,43,242
18,68%,353,384,415,44,276
19,80%,327,355,384,45,292
20,88%,300,326,353,46,292
21,93%,274,298,321,47,280
22,100%,34,37,40,,37
23,100%,31,34,37,,34
24,100%,29,31,33,,31
25,100%,26,28,30,,28
26,100%,23,25,27,,25
27,100%,20,22,24,,22
28,100%,17,19,21,,19
29,100%,15,16,17,,16
30,100%,12,13,14,,13
31,100%,9,10,11,,10
32+,100%,6,7,8,,7
