Recipe Key,recipe_wearable_metal_chest_warrior_pt_t4_uncommon
Recipe Name,Warrior's Cuirass of Windlash IV
Skill,skill_armor_smithing
UnlockAtSkillLevel,20
SkillDifficulty,35
XPMultiplier,5.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,1361,1479,1597,38,96
21,4%,1304,1418,1531,39,94
22,4%,1248,1357,1465,40,93
23,4%,1192,1295,1399,41,91
24,4%,1135,1234,1333,42,90
25,5%,1079,1173,1267,43,103
26,9%,1023,1112,1201,44,144
27,16%,967,1051,1135,45,206
28,26%,910,989,1069,46,290
29,39%,854,928,1002,47,390
30,54%,798,867,936,48,490
31,68%,741,806,870,49,565
32,80%,685,745,804,50,604
33,88%,629,683,738,50,606
34,93%,572,622,672,50,582
35,100%,46,50,54,,50
36,100%,43,47,51,,47
37,100%,40,44,48,,44
38,100%,38,41,44,,41
39,100%,35,38,41,,38
40,100%,32,35,38,,35
41,100%,29,32,35,,32
42,100%,27,29,31,,29
43,100%,24,26,28,,26
44,100%,21,23,25,,23
45+,100%,18,20,22,,20
