Recipe Key,recipe_activatable_foodcooked_porridge_hpregen_27
Recipe Name,Plain Barley Porridge
Skill,skill_cooking
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,2.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,742,806,871,38,69
14,4%,710,771,833,39,68
15,4%,678,737,796,40,68
16,4%,646,702,758,41,67
17,5%,614,667,720,42,75
18,9%,582,632,683,43,98
19,16%,550,597,645,44,132
20,26%,518,563,608,45,179
21,39%,486,528,570,46,234
22,54%,454,493,532,47,288
23,68%,422,458,495,48,328
24,80%,390,423,457,49,348
25,88%,358,389,420,50,347
26,93%,325,354,382,50,332
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
