Recipe Key,recipe_basic_butchered_deer
Recipe Name,Parted Deer
Skill,skill_charcuterie
UnlockAtSkillLevel,6
SkillDifficulty,12
XPMultiplier,1.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,39%,165,179,194,20,82
7,54%,155,168,181,20,100
8,68%,144,157,169,20,113
9,80%,134,146,157,20,120
10,88%,124,134,145,20,120
11,93%,113,123,133,20,116
12,100%,22,24,26,,24
13,100%,18,20,22,,20
14,100%,15,16,17,,16
15,100%,11,12,13,,12
16,100%,7,8,9,,8
17,100%,4,4,4,,4
18,100%,0,0,0,,0
19,100%,0,0,0,,0
20,100%,0,0,0,,0
21,100%,0,0,0,,0
22+,100%,0,0,0,,0
