Recipe Key,recipe_activatable_drink_sirup_hpregen_44
Recipe Name,Elderberry Syrup
Skill,skill_cooking
UnlockAtSkillLevel,23
SkillDifficulty,38
XPMultiplier,4.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
23,4%,747,812,877,20,52
24,4%,717,779,841,20,50
25,4%,687,746,806,20,49
26,4%,656,713,770,20,48
27,4%,626,681,735,20,46
28,5%,596,648,700,21,55
29,9%,566,615,664,22,78
30,16%,536,582,629,23,112
31,26%,505,549,593,24,160
32,39%,475,517,558,25,217
33,54%,445,484,523,26,273
34,68%,415,451,487,27,316
35,80%,385,418,452,28,339
36,88%,355,385,416,29,342
37,93%,324,353,381,30,330
38,100%,46,50,54,,50
39,100%,42,46,50,,46
40,100%,39,42,45,,42
41,100%,35,38,41,,38
42,100%,31,34,37,,34
43,100%,28,30,32,,30
44,100%,24,26,28,,26
45,100%,20,22,24,,22
46,100%,17,18,19,,18
47,100%,13,14,15,,14
48+,100%,9,10,11,,10
