Recipe Key,recipe_activatable_foodcooked_stew_staminaregen_32
Recipe Name,Fatty Boar Stew
Skill,skill_cooking
UnlockAtSkillLevel,16
SkillDifficulty,30
XPMultiplier,3.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
16,4%,844,917,991,38,73
17,4%,808,878,948,39,73
18,4%,771,838,905,40,72
19,4%,735,799,862,41,71
20,5%,698,759,820,42,80
21,9%,662,719,777,43,107
22,16%,625,680,734,44,146
23,26%,589,640,691,45,199
24,39%,553,601,649,46,262
25,54%,516,561,606,47,324
26,68%,480,521,563,48,371
27,80%,443,482,520,49,394
28,88%,407,442,478,50,394
29,93%,370,403,435,50,378
30,100%,41,45,49,,45
31,100%,39,42,45,,42
32,100%,36,39,42,,39
33,100%,33,36,39,,36
34,100%,30,33,36,,33
35,100%,28,30,32,,30
36,100%,25,27,29,,27
37,100%,22,24,26,,24
38,100%,19,21,23,,21
39,100%,17,18,19,,18
40+,100%,14,15,16,,15
