Recipe Key,recipe_crafter_cooking_hearth_3
Recipe Name,Craftsman Cooking Hearth
Skill,skill_cooking
UnlockAtSkillLevel,0
SkillDifficulty,31
XPMultiplier,3.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1170,1271,1373,20,70
1,4%,1141,1240,1339,20,69
2,4%,1112,1209,1306,20,68
3,4%,1084,1178,1272,20,66
4,4%,1055,1147,1238,20,65
5,4%,1026,1115,1205,21,65
6,4%,997,1084,1171,22,64
7,4%,969,1053,1137,23,64
8,4%,940,1022,1104,24,64
9,4%,911,991,1070,25,64
10,4%,883,959,1036,26,63
11,4%,854,928,1002,27,63
12,4%,825,897,969,28,63
13,4%,797,866,935,29,62
14,4%,768,835,901,30,62
15,4%,739,803,868,31,62
16,4%,710,772,834,32,62
17,4%,682,741,800,33,61
18,4%,653,710,767,34,61
19,4%,624,679,733,35,61
20,4%,596,647,699,36,60
21,5%,567,616,665,37,68
22,9%,538,585,632,38,89
23,16%,509,554,598,39,121
24,26%,481,523,564,40,165
25,39%,452,491,531,41,217
26,54%,423,460,497,42,268
27,68%,395,429,463,43,306
28,80%,366,398,430,44,326
29,88%,337,367,396,45,327
30,93%,309,335,362,46,315
31,100%,40,43,46,,43
32,100%,36,39,42,,39
33,100%,32,35,38,,35
34,100%,29,31,33,,31
35,100%,25,27,29,,27
36,100%,21,23,25,,23
37,100%,17,19,21,,19
38,100%,14,15,16,,15
39,100%,10,11,12,,11
40,100%,6,7,8,,7
41+,100%,3,3,3,,3
