Recipe Key,recipe_item_unlock_crafter_cooking_hearth_2
Recipe Name,Cooking Tools
Skill,skill_cooking
UnlockAtSkillLevel,9
SkillDifficulty,21
XPMultiplier,2.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,542,589,636,35,57
10,4%,516,561,606,36,57
11,5%,491,534,576,37,64
12,9%,466,506,546,38,82
13,16%,440,478,517,39,109
14,26%,415,451,487,40,146
15,39%,389,423,457,41,190
16,54%,364,396,427,42,233
17,68%,339,368,397,43,265
18,80%,313,340,368,44,280
19,88%,288,313,338,45,280
20,93%,262,285,308,46,268
21,100%,33,36,39,,36
22,100%,30,33,36,,33
23,100%,28,30,32,,30
24,100%,25,27,29,,27
25,100%,22,24,26,,24
26,100%,19,21,23,,21
27,100%,17,18,19,,18
28,100%,14,15,16,,15
29,100%,11,12,13,,12
30,100%,8,9,10,,9
31+,100%,6,6,6,,6
