Recipe Key,recipe_wearable_cloth_arms_pilgrim_0_t4_common
Recipe Name,Pilgrim's Armbands IV
Skill,skill_tailoring
UnlockAtSkillLevel,22
SkillDifficulty,37
XPMultiplier,4.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
22,4%,802,871,941,20,54
23,4%,769,836,903,20,53
24,4%,737,801,865,20,51
25,4%,704,766,827,20,50
26,4%,672,730,789,20,48
27,5%,640,695,751,21,57
28,9%,607,660,713,22,82
29,16%,575,625,675,23,119
30,26%,542,590,637,24,170
31,39%,510,554,599,25,231
32,54%,478,519,561,26,292
33,68%,445,484,523,27,339
34,80%,413,449,485,28,364
35,88%,381,414,447,29,367
36,93%,348,378,409,30,354
37,100%,45,49,53,,49
38,100%,41,45,49,,45
39,100%,38,41,44,,41
40,100%,34,37,40,,37
41,100%,30,33,36,,33
42,100%,27,29,31,,29
43,100%,23,25,27,,25
44,100%,19,21,23,,21
45,100%,16,17,18,,17
46,100%,12,13,14,,13
47+,100%,8,9,10,,9
