Recipe Key,recipe_wearable_cloth_feet_pilgrim_boj2_t3_uncommon
Recipe Name,Pilgrim's Slippers III
Skill,skill_tailoring
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,3.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,647,703,759,20,47
14,4%,620,673,727,20,46
15,4%,592,644,695,20,45
16,4%,565,614,663,20,44
17,5%,538,585,631,20,50
18,9%,511,555,599,21,71
19,16%,483,525,567,22,102
20,26%,456,496,535,23,145
21,39%,429,466,503,24,196
22,54%,402,437,472,25,247
23,68%,374,407,440,26,286
24,80%,347,377,408,27,306
25,88%,320,348,376,28,309
26,93%,293,318,344,29,298
27,100%,36,39,42,,39
28,100%,32,35,38,,35
29,100%,29,31,33,,31
30,100%,25,27,29,,27
31,100%,21,23,25,,23
32,100%,17,19,21,,19
33,100%,14,15,16,,15
34,100%,10,11,12,,11
35,100%,6,7,8,,7
36,100%,3,3,3,,3
37+,100%,0,0,0,,0
