Recipe Key,recipe_wearable_cloth_feet_pilgrim_boj_t4_common
Recipe Name,Pilgrim's Slippers IV
Skill,skill_tailoring
UnlockAtSkillLevel,20
SkillDifficulty,34
XPMultiplier,3.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,682,741,800,20,49
21,4%,653,710,767,20,48
22,4%,624,679,733,20,46
23,4%,596,647,699,20,45
24,5%,567,616,665,20,52
25,9%,538,585,632,21,74
26,16%,509,554,598,22,107
27,26%,481,523,564,23,152
28,39%,452,491,531,24,206
29,54%,423,460,497,25,260
30,68%,395,429,463,26,301
31,80%,366,398,430,27,323
32,88%,337,367,396,28,325
33,93%,309,335,362,29,314
34,100%,42,46,50,,46
35,100%,39,42,45,,42
36,100%,35,38,41,,38
37,100%,31,34,37,,34
38,100%,28,30,32,,30
39,100%,24,26,28,,26
40,100%,20,22,24,,22
41,100%,17,18,19,,18
42,100%,13,14,15,,14
43,100%,9,10,11,,10
44+,100%,6,6,6,,6
