Recipe Key,recipe_wearable_cloth_head_pilgrim_boe_t3_common
Recipe Name,Pilgrim's Hood III
Skill,skill_tailoring
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,2.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,435,473,511,20,38
13,4%,416,452,489,20,37
14,4%,397,432,466,20,36
15,5%,378,411,444,20,41
16,9%,359,390,421,20,55
17,16%,340,369,399,21,77
18,26%,321,348,376,22,106
19,39%,301,328,354,23,142
20,54%,282,307,331,24,177
21,68%,263,286,309,25,203
22,80%,244,265,286,26,217
23,88%,225,244,264,27,218
24,93%,206,224,241,28,210
25,100%,34,37,40,,37
26,100%,30,33,36,,33
27,100%,27,29,31,,29
28,100%,23,25,27,,25
29,100%,19,21,23,,21
30,100%,16,17,18,,17
31,100%,12,13,14,,13
32,100%,8,9,10,,9
33,100%,5,5,5,,5
34,100%,1,1,1,,1
35+,100%,0,0,0,,0
