Recipe Key,recipe_wearable_cloth_feet_shepherd_rd_t4_rare
Recipe Name,Shepherd's Steps of Rushing Wind IV
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,41
XPMultiplier,13.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,5129,5575,6021,20,242
1,4%,5028,5465,5902,20,238
2,4%,4926,5354,5783,20,233
3,4%,4824,5244,5664,21,230
4,4%,4723,5134,5544,22,226
5,4%,4621,5023,5425,23,223
6,4%,4520,4913,5306,24,220
7,4%,4418,4802,5187,25,216
8,4%,4317,4692,5067,26,213
9,4%,4215,4582,4948,27,209
10,4%,4114,4471,4829,28,206
11,4%,4012,4361,4710,29,202
12,4%,3910,4250,4590,30,199
13,4%,3809,4140,4471,31,195
14,4%,3707,4030,4352,32,192
15,4%,3606,3919,4233,33,188
16,4%,3504,3809,4114,34,185
17,4%,3403,3698,3994,35,182
18,4%,3301,3588,3875,36,178
19,4%,3199,3478,3756,37,175
20,4%,3098,3367,3637,38,171
21,4%,2996,3257,3517,39,168
22,4%,2895,3146,3398,40,164
23,4%,2793,3036,3279,41,161
24,4%,2692,2926,3160,42,157
25,4%,2590,2815,3040,43,154
26,4%,2488,2705,2921,44,150
27,4%,2387,2594,2802,45,147
28,4%,2285,2484,2683,46,144
29,4%,2184,2374,2563,47,140
30,4%,2082,2263,2444,48,137
31,5%,1981,2153,2325,49,162
32,9%,1879,2042,2206,50,237
33,16%,1777,1932,2087,50,351
34,26%,1676,1822,1967,50,508
35,39%,1574,1711,1848,50,697
36,54%,1473,1601,1729,50,886
37,68%,1371,1490,1610,50,1033
38,80%,1270,1380,1490,50,1110
39,88%,1168,1270,1371,50,1121
40,93%,1066,1159,1252,50,1081
41,100%,49,53,57,,53
42,100%,45,49,53,,49
43,100%,41,45,49,,45
44,100%,38,41,44,,41
45,100%,34,37,40,,37
46,100%,30,33,36,,33
47,100%,27,29,31,,29
48,100%,23,25,27,,25
49,100%,19,21,23,,21
50,100%,16,17,18,,17
51+,100%,12,13,14,,13
