Recipe Key,recipe_item_material_wool_string
Recipe Name,Wool Yarn
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,11
XPMultiplier,1.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,216,235,254,20,29
1,5%,206,224,242,20,31
2,9%,196,213,230,20,38
3,16%,185,202,218,20,49
4,26%,175,190,206,20,64
5,39%,165,179,194,20,82
6,54%,155,168,181,20,100
7,68%,144,157,169,20,113
8,80%,134,146,157,21,120
9,88%,124,134,145,22,121
10,93%,113,123,133,23,116
11,100%,21,23,25,,23
12,100%,17,19,21,,19
13,100%,14,15,16,,15
14,100%,10,11,12,,11
15,100%,6,7,8,,7
16,100%,3,3,3,,3
17,100%,0,0,0,,0
18,100%,0,0,0,,0
19,100%,0,0,0,,0
20,100%,0,0,0,,0
21+,100%,0,0,0,,0
