Recipe Key,recipe_wearable_cloth_legs_pilgrim_bob_t2_common
Recipe Name,Pilgrim's Breeches II
Skill,skill_tailoring
UnlockAtSkillLevel,6
SkillDifficulty,12
XPMultiplier,1.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,39%,200,218,235,20,97
7,54%,188,204,220,20,119
8,68%,175,190,206,20,136
9,80%,163,177,191,20,145
10,88%,150,163,176,20,146
11,93%,138,150,162,20,140
12,100%,22,24,26,,24
13,100%,18,20,22,,20
14,100%,15,16,17,,16
15,100%,11,12,13,,12
16,100%,7,8,9,,8
17,100%,4,4,4,,4
18,100%,0,0,0,,0
19,100%,0,0,0,,0
20,100%,0,0,0,,0
21,100%,0,0,0,,0
22+,100%,0,0,0,,0
