Recipe Key,recipe_item_material_cotton_string
Recipe Name,Cotton Cord
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,2.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,456,496,536,20,39
1,4%,442,480,518,20,38
2,4%,427,464,501,20,38
3,4%,412,448,484,20,37
4,4%,397,432,467,20,36
5,4%,383,416,449,20,36
6,4%,368,400,432,20,35
7,4%,353,384,415,20,35
8,4%,339,368,397,21,35
9,4%,324,352,380,22,35
10,4%,309,336,363,23,36
11,5%,294,320,346,24,40
12,9%,280,304,328,25,51
13,16%,265,288,311,26,68
14,26%,250,272,294,27,90
15,39%,236,256,276,28,117
16,54%,221,240,259,29,143
17,68%,206,224,242,30,162
18,80%,191,208,225,31,172
19,88%,177,192,207,32,173
20,93%,162,176,190,33,166
21,100%,30,33,36,,33
22,100%,27,29,31,,29
23,100%,23,25,27,,25
24,100%,19,21,23,,21
25,100%,16,17,18,,17
26,100%,12,13,14,,13
27,100%,8,9,10,,9
28,100%,5,5,5,,5
29,100%,1,1,1,,1
30,100%,0,0,0,,0
31+,100%,0,0,0,,0
