Recipe Key,recipe_wearable_cloth_chest_pilgrim_bol2_t1_uncommon
Recipe Name,Pilgrim's Tunic
Skill,skill_tailoring
UnlockAtSkillLevel,3
SkillDifficulty,6
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
3,80%,124,135,146,20,112
4,88%,115,125,135,20,112
5,93%,105,114,124,20,108
6,100%,17,18,19,,18
7,100%,13,14,15,,14
8,100%,9,10,11,,10
9,100%,6,6,6,,6
10,100%,2,2,2,,2
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15,100%,0,0,0,,0
16+,100%,0,0,0,,0
