Recipe Key,recipe_wearable_cloth_chest_cleric_dp_t2_uncommon
Recipe Name,Cleric's Alb of Reflection II
Skill,skill_tailoring
UnlockAtSkillLevel,7
SkillDifficulty,15
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,16%,318,346,373,20,72
8,26%,300,326,353,20,99
9,39%,283,307,332,20,132
10,54%,265,288,311,20,165
11,68%,247,269,290,20,190
12,80%,230,250,270,20,203
13,88%,212,230,249,20,205
14,93%,194,211,228,20,198
15,100%,25,27,29,,27
16,100%,21,23,25,,23
17,100%,17,19,21,,19
18,100%,14,15,16,,15
19,100%,10,11,12,,11
20,100%,6,7,8,,7
21,100%,3,3,3,,3
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25+,100%,0,0,0,,0
