Recipe Key,recipe_wearable_back_cloth_rp_capehood_01_bright
Recipe Name,Mantle of the Scarlet Bird
Skill,skill_tailoring
UnlockAtSkillLevel,15
SkillDifficulty,20
XPMultiplier,2.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
15,54%,243,264,285,20,152
16,68%,227,246,266,20,174
17,80%,210,229,247,20,186
18,88%,194,211,228,20,188
19,93%,178,194,209,20,181
20,100%,29,32,35,,32
21,100%,26,28,30,,28
22,100%,22,24,26,,24
23,100%,18,20,22,,20
24,100%,15,16,17,,16
25,100%,11,12,13,,12
26,100%,7,8,9,,8
27,100%,4,4,4,,4
28,100%,0,0,0,,0
29,100%,0,0,0,,0
30+,100%,0,0,0,,0
