Recipe Key,recipe_wearable_back_cloth_capehood_01_founderspack
Recipe Name,Founders Mantle
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,2
XPMultiplier,1.87
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,88%,165,180,194,20,160
1,93%,151,165,178,20,154
2,100%,13,14,15,,14
3,100%,9,10,11,,10
4,100%,6,6,6,,6
5,100%,2,2,2,,2
6,100%,0,0,0,,0
7,100%,0,0,0,,0
8,100%,0,0,0,,0
9,100%,0,0,0,,0
10,100%,0,0,0,,0
11,100%,0,0,0,,0
12+,100%,0,0,0,,0
