Recipe Key,recipe_wearable_cloth_chest_pilgrim_bol2_t4_uncommon
Recipe Name,Pilgrim's Tunic IV
Skill,skill_tailoring
UnlockAtSkillLevel,20
SkillDifficulty,34
XPMultiplier,5.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,891,969,1047,20,58
21,4%,854,928,1002,20,56
22,4%,816,887,958,20,55
23,4%,779,847,914,20,53
24,5%,741,806,870,20,62
25,9%,704,765,826,21,91
26,16%,666,724,782,22,134
27,26%,629,683,738,23,194
28,39%,591,643,694,24,265
29,54%,554,602,650,25,336
30,68%,516,561,606,26,391
31,80%,479,520,562,27,420
32,88%,441,479,518,28,424
33,93%,404,439,474,29,410
34,100%,42,46,50,,46
35,100%,39,42,45,,42
36,100%,35,38,41,,38
37,100%,31,34,37,,34
38,100%,28,30,32,,30
39,100%,24,26,28,,26
40,100%,20,22,24,,22
41,100%,17,18,19,,18
42,100%,13,14,15,,14
43,100%,9,10,11,,10
44+,100%,6,6,6,,6
