Recipe Key,recipe_wearable_cloth_feet_pilgrim_boj_t2_common
Recipe Name,Pilgrim's Slippers II
Skill,skill_tailoring
UnlockAtSkillLevel,6
SkillDifficulty,14
XPMultiplier,1.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,16%,225,245,264,20,56
7,26%,213,231,250,20,75
8,39%,200,218,235,20,97
9,54%,188,204,220,20,119
10,68%,175,190,206,20,136
11,80%,163,177,191,20,145
12,88%,150,163,176,20,146
13,93%,138,150,162,20,140
14,100%,24,26,28,,26
15,100%,20,22,24,,22
16,100%,17,18,19,,18
17,100%,13,14,15,,14
18,100%,9,10,11,,10
19,100%,6,6,6,,6
20,100%,2,2,2,,2
21,100%,0,0,0,,0
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24+,100%,0,0,0,,0
