Recipe Key,recipe_wearable_cloth_head_cleric_cs_t2_uncommon
Recipe Name,Cleric's Cap of Absolution II
Skill,skill_tailoring
UnlockAtSkillLevel,8
SkillDifficulty,19
XPMultiplier,2.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
8,4%,433,470,508,20,38
9,5%,412,448,484,20,43
10,9%,392,426,460,20,58
11,16%,371,403,435,20,81
12,26%,350,381,411,20,113
13,39%,330,358,387,20,152
14,54%,309,336,363,20,190
15,68%,289,314,339,20,220
16,80%,268,291,314,21,236
17,88%,247,269,290,22,239
18,93%,227,246,266,23,231
19,100%,29,31,33,,31
20,100%,25,27,29,,27
21,100%,21,23,25,,23
22,100%,17,19,21,,19
23,100%,14,15,16,,15
24,100%,10,11,12,,11
25,100%,6,7,8,,7
26,100%,3,3,3,,3
27,100%,0,0,0,,0
28,100%,0,0,0,,0
29+,100%,0,0,0,,0
