Recipe Key,recipe_wearable_metal_legs_herald_rb_t3_common
Recipe Name,Herald's Greaves of the Unfallen III
Skill,skill_armor_smithing
UnlockAtSkillLevel,10
SkillDifficulty,23
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
10,4%,406,442,477,20,37
11,4%,389,422,456,20,36
12,4%,371,403,435,20,35
13,5%,353,384,415,20,39
14,9%,336,365,394,20,52
15,16%,318,346,373,20,72
16,26%,300,326,353,20,99
17,39%,283,307,332,20,132
18,54%,265,288,311,21,165
19,68%,247,269,290,22,190
20,80%,230,250,270,23,204
21,88%,212,230,249,24,205
22,93%,194,211,228,25,198
23,100%,32,35,38,,35
24,100%,29,31,33,,31
25,100%,25,27,29,,27
26,100%,21,23,25,,23
27,100%,17,19,21,,19
28,100%,14,15,16,,15
29,100%,10,11,12,,11
30,100%,6,7,8,,7
31,100%,3,3,3,,3
32,100%,0,0,0,,0
33+,100%,0,0,0,,0
