Recipe Key,recipe_wearable_metal_arms_pilgrim_0_t3_common
Recipe Name,Pilgrim's Vambraces III
Skill,skill_armor_smithing
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,2.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,716,778,841,38,68
14,4%,685,745,804,39,67
15,4%,654,711,768,40,67
16,4%,623,678,732,41,66
17,5%,592,644,696,42,74
18,9%,562,610,659,43,96
19,16%,531,577,623,44,129
20,26%,500,543,587,45,174
21,39%,469,510,550,46,227
22,54%,438,476,514,47,278
23,68%,407,442,478,48,317
24,80%,376,409,442,49,336
25,88%,345,375,405,50,336
26,93%,314,342,369,50,321
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
