Recipe Key,recipe_wearable_metal_feet_pilgrim_boj2_t4_uncommon
Recipe Name,Pilgrim's Sabatons IV
Skill,skill_armor_smithing
UnlockAtSkillLevel,22
SkillDifficulty,37
XPMultiplier,5.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
22,4%,1002,1089,1176,20,63
23,4%,961,1045,1129,20,61
24,4%,921,1001,1081,20,59
25,4%,880,957,1034,20,57
26,4%,840,913,986,20,56
27,5%,799,869,939,21,66
28,9%,759,825,891,22,97
29,16%,719,781,843,23,144
30,26%,678,737,796,24,208
31,39%,638,693,748,25,285
32,54%,597,649,701,26,362
33,68%,557,605,653,27,421
34,80%,516,561,606,28,453
35,88%,476,517,558,29,458
36,93%,435,473,511,30,442
37,100%,45,49,53,,49
38,100%,41,45,49,,45
39,100%,38,41,44,,41
40,100%,34,37,40,,37
41,100%,30,33,36,,33
42,100%,27,29,31,,29
43,100%,23,25,27,,25
44,100%,19,21,23,,21
45,100%,16,17,18,,17
46,100%,12,13,14,,13
47+,100%,8,9,10,,9
