Recipe Key,recipe_wearable_metal_chest_herald_ar_t3_uncommon
Recipe Name,Herald's Plates of the Ironroot III
Skill,skill_armor_smithing
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,3.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,603,655,708,20,45
13,4%,576,626,677,20,44
14,4%,550,598,645,20,43
15,5%,523,569,614,20,49
16,9%,497,540,583,20,69
17,16%,470,511,552,21,99
18,26%,444,482,521,22,141
19,39%,417,454,490,23,191
20,54%,391,425,459,24,240
21,68%,364,396,428,25,278
22,80%,338,367,397,26,298
23,88%,311,338,365,27,300
24,93%,285,310,334,28,290
25,100%,34,37,40,,37
26,100%,30,33,36,,33
27,100%,27,29,31,,29
28,100%,23,25,27,,25
29,100%,19,21,23,,21
30,100%,16,17,18,,17
31,100%,12,13,14,,13
32,100%,8,9,10,,9
33,100%,5,5,5,,5
34,100%,1,1,1,,1
35+,100%,0,0,0,,0
