Recipe Key,recipe_wearable_metal_chest_pilgrim_bol_t1_common
Recipe Name,Pilgrim's Breastplate
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,3
XPMultiplier,1.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,80%,96,104,112,20,87
1,88%,88,96,104,20,87
2,93%,81,88,95,20,83
3,100%,14,15,16,,15
4,100%,10,11,12,,11
5,100%,6,7,8,,7
6,100%,3,3,3,,3
7,100%,0,0,0,,0
8,100%,0,0,0,,0
9,100%,0,0,0,,0
10,100%,0,0,0,,0
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13+,100%,0,0,0,,0
