Recipe Key,recipe_wearable_metal_chest_pilgrim_bol2_t4_rare
Recipe Name,Pilgrim's Breastplate IV
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,37
XPMultiplier,11.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,5810,6316,6821,38,289
1,4%,5684,6179,6673,39,285
2,4%,5559,6042,6525,40,280
3,4%,5433,5905,6378,41,276
4,4%,5307,5768,6230,42,271
5,4%,5181,5632,6082,43,267
6,4%,5055,5495,5934,44,262
7,4%,4929,5358,5787,45,258
8,4%,4804,5221,5639,46,253
9,4%,4678,5084,5491,47,248
10,4%,4552,4948,5343,48,244
11,4%,4426,4811,5196,49,239
12,4%,4300,4674,5048,50,235
13,4%,4174,4537,4900,50,229
14,4%,4048,4400,4752,50,224
15,4%,3923,4264,4605,50,219
16,4%,3797,4127,4457,50,213
17,4%,3671,3990,4309,50,208
18,4%,3545,3853,4161,50,202
19,4%,3419,3716,4014,50,197
20,4%,3293,3580,3866,50,191
21,4%,3167,3443,3718,50,186
22,4%,3042,3306,3570,50,180
23,4%,2916,3169,3423,50,175
24,4%,2790,3032,3275,50,169
25,4%,2664,2896,3127,50,164
26,4%,2538,2759,2980,50,158
27,5%,2412,2622,2832,50,188
28,9%,2286,2485,2684,50,279
29,16%,2161,2348,2536,50,417
30,26%,2035,2212,2389,50,608
31,39%,1909,2075,2241,50,839
32,54%,1783,1938,2093,50,1068
33,68%,1657,1801,1945,50,1245
34,80%,1531,1664,1798,50,1337
35,88%,1405,1528,1650,50,1348
36,93%,1280,1391,1502,50,1296
37,100%,48,52,56,,52
38,100%,45,49,53,,49
39,100%,42,46,50,,46
40,100%,40,43,46,,43
41,100%,37,40,43,,40
42,100%,34,37,40,,37
43,100%,31,34,37,,34
44,100%,29,31,33,,31
45,100%,26,28,30,,28
46,100%,23,25,27,,25
47+,100%,20,22,24,,22
